C:\A_DESKTOP_FAKE\CMPE_Robot_Perception\Images\IMG\center_2024_09_08_19_21_21_721.jpg, C:\A_DESKTOP_FAKE\CMPE_Robot_Perception\Images\IMG\left_2024_09_08_19_21_21_721.jpg, C:\A_DESKTOP_FAKE\CMPE_Robot_Perception\Images\IMG\right_2024_09_08_19_21_21_721.jpg,0,0.2140545,0,0.0958703
C:\A_DESKTOP_FAKE\CMPE_Robot_Perception\Images\IMG\center_2024_09_08_19_21_21_824.jpg, C:\A_DESKTOP_FAKE\CMPE_Robot_Perception\Images\IMG\left_2024_09_08_19_21_21_824.jpg, C:\A_DESKTOP_FAKE\CMPE_Robot_Perception\Images\IMG\right_2024_09_08_19_21_21_824.jpg,0,0.4394465,0,0.5631853
C:\A_DESKTOP_FAKE\CMPE_Robot_Perception\Images\IMG\center_2024_09_08_19_21_21_924.jpg, C:\A_DESKTOP_FAKE\CMPE_Robot_Perception\Images\IMG\left_2024_09_08_19_21_21_924.jpg, C:\A_DESKTOP_FAKE\CMPE_Robot_Perception\Images\IMG\right_2024_09_08_19_21_21_924.jpg,0,0.1389273,0,0.8808079
C:\A_DESKTOP_FAKE\CMPE_Robot_Perception\Images\IMG\center_2024_09_08_19_21_22_026.jpg, C:\A_DESKTOP_FAKE\CMPE_Robot_Perception\Images\IMG\left_2024_09_08_19_21_22_026.jpg, C:\A_DESKTOP_FAKE\CMPE_Robot_Perception\Images\IMG\right_2024_09_08_19_21_22_026.jpg,0,0,0,0.88166
C:\A_DESKTOP_FAKE\CMPE_Robot_Perception\Images\IMG\center_2024_09_08_19_21_22_128.jpg, C:\A_DESKTOP_FAKE\CMPE_Robot_Perception\Images\IMG\left_2024_09_08_19_21_22_128.jpg, C:\A_DESKTOP_FAKE\CMPE_Robot_Perception\Images\IMG\right_2024_09_08_19_21_22_128.jpg,0,0,0,0.8728241
C:\A_DESKTOP_FAKE\CMPE_Robot_Perception\Images\IMG\center_2024_09_08_19_21_22_230.jpg, C:\A_DESKTOP_FAKE\CMPE_Robot_Perception\Images\IMG\left_2024_09_08_19_21_22_230.jpg, C:\A_DESKTOP_FAKE\CMPE_Robot_Perception\Images\IMG\right_2024_09_08_19_21_22_230.jpg,-0.2998383,0,0,0.8613291
C:\A_DESKTOP_FAKE\CMPE_Robot_Perception\Images\IMG\center_2024_09_08_19_21_22_332.jpg, C:\A_DESKTOP_FAKE\CMPE_Robot_Perception\Images\IMG\left_2024_09_08_19_21_22_332.jpg, C:\A_DESKTOP_FAKE\CMPE_Robot_Perception\Images\IMG\right_2024_09_08_19_21_22_332.jpg,-0.2599626,0,0,0.8512251
C:\A_DESKTOP_FAKE\CMPE_Robot_Perception\Images\IMG\center_2024_09_08_19_21_22_434.jpg, C:\A_DESKTOP_FAKE\CMPE_Robot_Perception\Images\IMG\left_2024_09_08_19_21_22_434.jpg, C:\A_DESKTOP_FAKE\CMPE_Robot_Perception\Images\IMG\right_2024_09_08_19_21_22_434.jpg,0,0,0,0.8411941
C:\A_DESKTOP_FAKE\CMPE_Robot_Perception\Images\IMG\center_2024_09_08_19_21_22_536.jpg, C:\A_DESKTOP_FAKE\CMPE_Robot_Perception\Images\IMG\left_2024_09_08_19_21_22_536.jpg, C:\A_DESKTOP_FAKE\CMPE_Robot_Perception\Images\IMG\right_2024_09_08_19_21_22_536.jpg,-0.0602241,0,0,0.8326005
C:\A_DESKTOP_FAKE\CMPE_Robot_Perception\Images\IMG\center_2024_09_08_19_21_22_638.jpg, C:\A_DESKTOP_FAKE\CMPE_Robot_Perception\Images\IMG\left_2024_09_08_19_21_22_638.jpg, C:\A_DESKTOP_FAKE\CMPE_Robot_Perception\Images\IMG\right_2024_09_08_19_21_22_638.jpg,-0.3584049,0,0,0.8208219
C:\A_DESKTOP_FAKE\CMPE_Robot_Perception\Images\IMG\center_2024_09_08_19_21_22_740.jpg, C:\A_DESKTOP_FAKE\CMPE_Robot_Perception\Images\IMG\left_2024_09_08_19_21_22_740.jpg, C:\A_DESKTOP_FAKE\CMPE_Robot_Perception\Images\IMG\right_2024_09_08_19_21_22_740.jpg,-0.6564724,0,0,0.8052422
C:\A_DESKTOP_FAKE\CMPE_Robot_Perception\Images\IMG\center_2024_09_08_19_21_22_840.jpg, C:\A_DESKTOP_FAKE\CMPE_Robot_Perception\Images\IMG\left_2024_09_08_19_21_22_840.jpg, C:\A_DESKTOP_FAKE\CMPE_Robot_Perception\Images\IMG\right_2024_09_08_19_21_22_840.jpg,-0.7050303,0,0,0.7910158
C:\A_DESKTOP_FAKE\CMPE_Robot_Perception\Images\IMG\center_2024_09_08_19_21_22_943.jpg, C:\A_DESKTOP_FAKE\CMPE_Robot_Perception\Images\IMG\left_2024_09_08_19_21_22_943.jpg, C:\A_DESKTOP_FAKE\CMPE_Robot_Perception\Images\IMG\right_2024_09_08_19_21_22_943.jpg,-0.4070309,0,0,0.7866341
C:\A_DESKTOP_FAKE\CMPE_Robot_Perception\Images\IMG\center_2024_09_08_19_21_23_044.jpg, C:\A_DESKTOP_FAKE\CMPE_Robot_Perception\Images\IMG\left_2024_09_08_19_21_23_044.jpg, C:\A_DESKTOP_FAKE\CMPE_Robot_Perception\Images\IMG\right_2024_09_08_19_21_23_044.jpg,-0.1035557,0,0,0.780195
C:\A_DESKTOP_FAKE\CMPE_Robot_Perception\Images\IMG\center_2024_09_08_19_21_23_146.jpg, C:\A_DESKTOP_FAKE\CMPE_Robot_Perception\Images\IMG\left_2024_09_08_19_21_23_146.jpg, C:\A_DESKTOP_FAKE\CMPE_Robot_Perception\Images\IMG\right_2024_09_08_19_21_23_146.jpg,-0.3673319,0,0,0.7698209
C:\A_DESKTOP_FAKE\CMPE_Robot_Perception\Images\IMG\center_2024_09_08_19_21_23_248.jpg, C:\A_DESKTOP_FAKE\CMPE_Robot_Perception\Images\IMG\left_2024_09_08_19_21_23_248.jpg, C:\A_DESKTOP_FAKE\CMPE_Robot_Perception\Images\IMG\right_2024_09_08_19_21_23_248.jpg,-0.6694291,0,0,0.7549487
C:\A_DESKTOP_FAKE\CMPE_Robot_Perception\Images\IMG\center_2024_09_08_19_21_23_349.jpg, C:\A_DESKTOP_FAKE\CMPE_Robot_Perception\Images\IMG\left_2024_09_08_19_21_23_349.jpg, C:\A_DESKTOP_FAKE\CMPE_Robot_Perception\Images\IMG\right_2024_09_08_19_21_23_349.jpg,-0.9661686,0,0,0.7344849
C:\A_DESKTOP_FAKE\CMPE_Robot_Perception\Images\IMG\center_2024_09_08_19_21_23_449.jpg, C:\A_DESKTOP_FAKE\CMPE_Robot_Perception\Images\IMG\left_2024_09_08_19_21_23_449.jpg, C:\A_DESKTOP_FAKE\CMPE_Robot_Perception\Images\IMG\right_2024_09_08_19_21_23_449.jpg,-0.9149609,0,0,0.7199608
C:\A_DESKTOP_FAKE\CMPE_Robot_Perception\Images\IMG\center_2024_09_08_19_21_23_552.jpg, C:\A_DESKTOP_FAKE\CMPE_Robot_Perception\Images\IMG\left_2024_09_08_19_21_23_552.jpg, C:\A_DESKTOP_FAKE\CMPE_Robot_Perception\Images\IMG\right_2024_09_08_19_21_23_552.jpg,-0.6156232,0,0,0.7159407
C:\A_DESKTOP_FAKE\CMPE_Robot_Perception\Images\IMG\center_2024_09_08_19_21_23_651.jpg, C:\A_DESKTOP_FAKE\CMPE_Robot_Perception\Images\IMG\left_2024_09_08_19_21_23_651.jpg, C:\A_DESKTOP_FAKE\CMPE_Robot_Perception\Images\IMG\right_2024_09_08_19_21_23_651.jpg,-0.3692377,0,0,0.7114435
C:\A_DESKTOP_FAKE\CMPE_Robot_Perception\Images\IMG\center_2024_09_08_19_21_23_754.jpg, C:\A_DESKTOP_FAKE\CMPE_Robot_Perception\Images\IMG\left_2024_09_08_19_21_23_754.jpg, C:\A_DESKTOP_FAKE\CMPE_Robot_Perception\Images\IMG\right_2024_09_08_19_21_23_754.jpg,-0.7270968,0,0,0.6952702
C:\A_DESKTOP_FAKE\CMPE_Robot_Perception\Images\IMG\center_2024_09_08_19_21_23_855.jpg, C:\A_DESKTOP_FAKE\CMPE_Robot_Perception\Images\IMG\left_2024_09_08_19_21_23_855.jpg, C:\A_DESKTOP_FAKE\CMPE_Robot_Perception\Images\IMG\right_2024_09_08_19_21_23_855.jpg,-1,0,0,0.6753841
C:\A_DESKTOP_FAKE\CMPE_Robot_Perception\Images\IMG\center_2024_09_08_19_21_23_956.jpg, C:\A_DESKTOP_FAKE\CMPE_Robot_Perception\Images\IMG\left_2024_09_08_19_21_23_956.jpg, C:\A_DESKTOP_FAKE\CMPE_Robot_Perception\Images\IMG\right_2024_09_08_19_21_23_956.jpg,-0.9290322,0,0,0.662778
C:\A_DESKTOP_FAKE\CMPE_Robot_Perception\Images\IMG\center_2024_09_08_19_21_24_057.jpg, C:\A_DESKTOP_FAKE\CMPE_Robot_Perception\Images\IMG\left_2024_09_08_19_21_24_057.jpg, C:\A_DESKTOP_FAKE\CMPE_Robot_Perception\Images\IMG\right_2024_09_08_19_21_24_057.jpg,-0.6342838,0,0,0.6588851
C:\A_DESKTOP_FAKE\CMPE_Robot_Perception\Images\IMG\center_2024_09_08_19_21_24_157.jpg, C:\A_DESKTOP_FAKE\CMPE_Robot_Perception\Images\IMG\left_2024_09_08_19_21_24_157.jpg, C:\A_DESKTOP_FAKE\CMPE_Robot_Perception\Images\IMG\right_2024_09_08_19_21_24_157.jpg,-0.333172,0,0,0.6550474
C:\A_DESKTOP_FAKE\CMPE_Robot_Perception\Images\IMG\center_2024_09_08_19_21_24_259.jpg, C:\A_DESKTOP_FAKE\CMPE_Robot_Perception\Images\IMG\left_2024_09_08_19_21_24_259.jpg, C:\A_DESKTOP_FAKE\CMPE_Robot_Perception\Images\IMG\right_2024_09_08_19_21_24_259.jpg,-0.03110322,0.0445227,0,0.679319
C:\A_DESKTOP_FAKE\CMPE_Robot_Perception\Images\IMG\center_2024_09_08_19_21_24_360.jpg, C:\A_DESKTOP_FAKE\CMPE_Robot_Perception\Images\IMG\left_2024_09_08_19_21_24_360.jpg, C:\A_DESKTOP_FAKE\CMPE_Robot_Perception\Images\IMG\right_2024_09_08_19_21_24_360.jpg,0,0.3423135,0,0.9318859
C:\A_DESKTOP_FAKE\CMPE_Robot_Perception\Images\IMG\center_2024_09_08_19_21_24_462.jpg, C:\A_DESKTOP_FAKE\CMPE_Robot_Perception\Images\IMG\left_2024_09_08_19_21_24_462.jpg, C:\A_DESKTOP_FAKE\CMPE_Robot_Perception\Images\IMG\right_2024_09_08_19_21_24_462.jpg,0,0.6478837,0,1.53325
C:\A_DESKTOP_FAKE\CMPE_Robot_Perception\Images\IMG\center_2024_09_08_19_21_24_565.jpg, C:\A_DESKTOP_FAKE\CMPE_Robot_Perception\Images\IMG\left_2024_09_08_19_21_24_565.jpg, C:\A_DESKTOP_FAKE\CMPE_Robot_Perception\Images\IMG\right_2024_09_08_19_21_24_565.jpg,0,0.9475796,0,2.514674
C:\A_DESKTOP_FAKE\CMPE_Robot_Perception\Images\IMG\center_2024_09_08_19_21_24_667.jpg, C:\A_DESKTOP_FAKE\CMPE_Robot_Perception\Images\IMG\left_2024_09_08_19_21_24_667.jpg, C:\A_DESKTOP_FAKE\CMPE_Robot_Perception\Images\IMG\right_2024_09_08_19_21_24_667.jpg,-0.1379751,1,0,3.691245
C:\A_DESKTOP_FAKE\CMPE_Robot_Perception\Images\IMG\center_2024_09_08_19_21_24_768.jpg, C:\A_DESKTOP_FAKE\CMPE_Robot_Perception\Images\IMG\left_2024_09_08_19_21_24_768.jpg, C:\A_DESKTOP_FAKE\CMPE_Robot_Perception\Images\IMG\right_2024_09_08_19_21_24_768.jpg,-0.4333854,1,0,4.837296
C:\A_DESKTOP_FAKE\CMPE_Robot_Perception\Images\IMG\center_2024_09_08_19_21_24_870.jpg, C:\A_DESKTOP_FAKE\CMPE_Robot_Perception\Images\IMG\left_2024_09_08_19_21_24_870.jpg, C:\A_DESKTOP_FAKE\CMPE_Robot_Perception\Images\IMG\right_2024_09_08_19_21_24_870.jpg,-0.3355449,1,0,5.978461
C:\A_DESKTOP_FAKE\CMPE_Robot_Perception\Images\IMG\center_2024_09_08_19_21_24_970.jpg, C:\A_DESKTOP_FAKE\CMPE_Robot_Perception\Images\IMG\left_2024_09_08_19_21_24_970.jpg, C:\A_DESKTOP_FAKE\CMPE_Robot_Perception\Images\IMG\right_2024_09_08_19_21_24_970.jpg,-0.03369964,1,0,7.124042
C:\A_DESKTOP_FAKE\CMPE_Robot_Perception\Images\IMG\center_2024_09_08_19_21_25_071.jpg, C:\A_DESKTOP_FAKE\CMPE_Robot_Perception\Images\IMG\left_2024_09_08_19_21_25_071.jpg, C:\A_DESKTOP_FAKE\CMPE_Robot_Perception\Images\IMG\right_2024_09_08_19_21_25_071.jpg,0,1,0,8.255671
C:\A_DESKTOP_FAKE\CMPE_Robot_Perception\Images\IMG\center_2024_09_08_19_21_25_172.jpg, C:\A_DESKTOP_FAKE\CMPE_Robot_Perception\Images\IMG\left_2024_09_08_19_21_25_172.jpg, C:\A_DESKTOP_FAKE\CMPE_Robot_Perception\Images\IMG\right_2024_09_08_19_21_25_172.jpg,0,1,0,9.379998
C:\A_DESKTOP_FAKE\CMPE_Robot_Perception\Images\IMG\center_2024_09_08_19_21_25_274.jpg, C:\A_DESKTOP_FAKE\CMPE_Robot_Perception\Images\IMG\left_2024_09_08_19_21_25_274.jpg, C:\A_DESKTOP_FAKE\CMPE_Robot_Perception\Images\IMG\right_2024_09_08_19_21_25_274.jpg,0,1,0,10.49342
C:\A_DESKTOP_FAKE\CMPE_Robot_Perception\Images\IMG\center_2024_09_08_19_21_25_375.jpg, C:\A_DESKTOP_FAKE\CMPE_Robot_Perception\Images\IMG\left_2024_09_08_19_21_25_375.jpg, C:\A_DESKTOP_FAKE\CMPE_Robot_Perception\Images\IMG\right_2024_09_08_19_21_25_375.jpg,-0.3053277,1,0,11.61926
C:\A_DESKTOP_FAKE\CMPE_Robot_Perception\Images\IMG\center_2024_09_08_19_21_25_479.jpg, C:\A_DESKTOP_FAKE\CMPE_Robot_Perception\Images\IMG\left_2024_09_08_19_21_25_479.jpg, C:\A_DESKTOP_FAKE\CMPE_Robot_Perception\Images\IMG\right_2024_09_08_19_21_25_479.jpg,-0.6047541,1,0,12.87792
C:\A_DESKTOP_FAKE\CMPE_Robot_Perception\Images\IMG\center_2024_09_08_19_21_25_580.jpg, C:\A_DESKTOP_FAKE\CMPE_Robot_Perception\Images\IMG\left_2024_09_08_19_21_25_580.jpg, C:\A_DESKTOP_FAKE\CMPE_Robot_Perception\Images\IMG\right_2024_09_08_19_21_25_580.jpg,-0.5891562,0.8405013,0,13.55585
C:\A_DESKTOP_FAKE\CMPE_Robot_Perception\Images\IMG\center_2024_09_08_19_21_25_680.jpg, C:\A_DESKTOP_FAKE\CMPE_Robot_Perception\Images\IMG\left_2024_09_08_19_21_25_680.jpg, C:\A_DESKTOP_FAKE\CMPE_Robot_Perception\Images\IMG\right_2024_09_08_19_21_25_680.jpg,-0.2959569,0.5473019,0,14.52552
C:\A_DESKTOP_FAKE\CMPE_Robot_Perception\Images\IMG\center_2024_09_08_19_21_25_781.jpg, C:\A_DESKTOP_FAKE\CMPE_Robot_Perception\Images\IMG\left_2024_09_08_19_21_25_781.jpg, C:\A_DESKTOP_FAKE\CMPE_Robot_Perception\Images\IMG\right_2024_09_08_19_21_25_781.jpg,0,0.2474331,0,14.39887
C:\A_DESKTOP_FAKE\CMPE_Robot_Perception\Images\IMG\center_2024_09_08_19_21_25_881.jpg, C:\A_DESKTOP_FAKE\CMPE_Robot_Perception\Images\IMG\left_2024_09_08_19_21_25_881.jpg, C:\A_DESKTOP_FAKE\CMPE_Robot_Perception\Images\IMG\right_2024_09_08_19_21_25_881.jpg,0,0,0,14.90835
C:\A_DESKTOP_FAKE\CMPE_Robot_Perception\Images\IMG\center_2024_09_08_19_21_25_982.jpg, C:\A_DESKTOP_FAKE\CMPE_Robot_Perception\Images\IMG\left_2024_09_08_19_21_25_982.jpg, C:\A_DESKTOP_FAKE\CMPE_Robot_Perception\Images\IMG\right_2024_09_08_19_21_25_982.jpg,0,0,0,14.24598
C:\A_DESKTOP_FAKE\CMPE_Robot_Perception\Images\IMG\center_2024_09_08_19_21_26_085.jpg, C:\A_DESKTOP_FAKE\CMPE_Robot_Perception\Images\IMG\left_2024_09_08_19_21_26_085.jpg, C:\A_DESKTOP_FAKE\CMPE_Robot_Perception\Images\IMG\right_2024_09_08_19_21_26_085.jpg,0,0,0,14.63906
C:\A_DESKTOP_FAKE\CMPE_Robot_Perception\Images\IMG\center_2024_09_08_19_21_26_185.jpg, C:\A_DESKTOP_FAKE\CMPE_Robot_Perception\Images\IMG\left_2024_09_08_19_21_26_185.jpg, C:\A_DESKTOP_FAKE\CMPE_Robot_Perception\Images\IMG\right_2024_09_08_19_21_26_185.jpg,0,0,0,13.99353
C:\A_DESKTOP_FAKE\CMPE_Robot_Perception\Images\IMG\center_2024_09_08_19_21_26_286.jpg, C:\A_DESKTOP_FAKE\CMPE_Robot_Perception\Images\IMG\left_2024_09_08_19_21_26_286.jpg, C:\A_DESKTOP_FAKE\CMPE_Robot_Perception\Images\IMG\right_2024_09_08_19_21_26_286.jpg,-0.1215108,0,0,14.35081
C:\A_DESKTOP_FAKE\CMPE_Robot_Perception\Images\IMG\center_2024_09_08_19_21_26_386.jpg, C:\A_DESKTOP_FAKE\CMPE_Robot_Perception\Images\IMG\left_2024_09_08_19_21_26_386.jpg, C:\A_DESKTOP_FAKE\CMPE_Robot_Perception\Images\IMG\right_2024_09_08_19_21_26_386.jpg,-0.4151292,0,0,13.60771
C:\A_DESKTOP_FAKE\CMPE_Robot_Perception\Images\IMG\center_2024_09_08_19_21_26_490.jpg, C:\A_DESKTOP_FAKE\CMPE_Robot_Perception\Images\IMG\left_2024_09_08_19_21_26_490.jpg, C:\A_DESKTOP_FAKE\CMPE_Robot_Perception\Images\IMG\right_2024_09_08_19_21_26_490.jpg,-0.4983748,0,0,13.89551
C:\A_DESKTOP_FAKE\CMPE_Robot_Perception\Images\IMG\center_2024_09_08_19_21_26_592.jpg, C:\A_DESKTOP_FAKE\CMPE_Robot_Perception\Images\IMG\left_2024_09_08_19_21_26_592.jpg, C:\A_DESKTOP_FAKE\CMPE_Robot_Perception\Images\IMG\right_2024_09_08_19_21_26_592.jpg,-0.1957783,0,0,13.30212
C:\A_DESKTOP_FAKE\CMPE_Robot_Perception\Images\IMG\center_2024_09_08_19_21_26_695.jpg, C:\A_DESKTOP_FAKE\CMPE_Robot_Perception\Images\IMG\left_2024_09_08_19_21_26_695.jpg, C:\A_DESKTOP_FAKE\CMPE_Robot_Perception\Images\IMG\right_2024_09_08_19_21_26_695.jpg,0,0,0,13.01634
C:\A_DESKTOP_FAKE\CMPE_Robot_Perception\Images\IMG\center_2024_09_08_19_21_26_795.jpg, C:\A_DESKTOP_FAKE\CMPE_Robot_Perception\Images\IMG\left_2024_09_08_19_21_26_795.jpg, C:\A_DESKTOP_FAKE\CMPE_Robot_Perception\Images\IMG\right_2024_09_08_19_21_26_795.jpg,0,0,0,13.39255
C:\A_DESKTOP_FAKE\CMPE_Robot_Perception\Images\IMG\center_2024_09_08_19_21_26_897.jpg, C:\A_DESKTOP_FAKE\CMPE_Robot_Perception\Images\IMG\left_2024_09_08_19_21_26_897.jpg, C:\A_DESKTOP_FAKE\CMPE_Robot_Perception\Images\IMG\right_2024_09_08_19_21_26_897.jpg,0,0,0,12.69484
C:\A_DESKTOP_FAKE\CMPE_Robot_Perception\Images\IMG\center_2024_09_08_19_21_26_997.jpg, C:\A_DESKTOP_FAKE\CMPE_Robot_Perception\Images\IMG\left_2024_09_08_19_21_26_997.jpg, C:\A_DESKTOP_FAKE\CMPE_Robot_Perception\Images\IMG\right_2024_09_08_19_21_26_997.jpg,0,0,0,13.1196
C:\A_DESKTOP_FAKE\CMPE_Robot_Perception\Images\IMG\center_2024_09_08_19_21_27_100.jpg, C:\A_DESKTOP_FAKE\CMPE_Robot_Perception\Images\IMG\left_2024_09_08_19_21_27_100.jpg, C:\A_DESKTOP_FAKE\CMPE_Robot_Perception\Images\IMG\right_2024_09_08_19_21_27_100.jpg,0,0,0,12.4286
C:\A_DESKTOP_FAKE\CMPE_Robot_Perception\Images\IMG\center_2024_09_08_19_21_27_201.jpg, C:\A_DESKTOP_FAKE\CMPE_Robot_Perception\Images\IMG\left_2024_09_08_19_21_27_201.jpg, C:\A_DESKTOP_FAKE\CMPE_Robot_Perception\Images\IMG\right_2024_09_08_19_21_27_201.jpg,0,0,0,12.85386
C:\A_DESKTOP_FAKE\CMPE_Robot_Perception\Images\IMG\center_2024_09_08_19_21_27_302.jpg, C:\A_DESKTOP_FAKE\CMPE_Robot_Perception\Images\IMG\left_2024_09_08_19_21_27_302.jpg, C:\A_DESKTOP_FAKE\CMPE_Robot_Perception\Images\IMG\right_2024_09_08_19_21_27_302.jpg,0,0,0,12.16834
C:\A_DESKTOP_FAKE\CMPE_Robot_Perception\Images\IMG\center_2024_09_08_19_21_27_403.jpg, C:\A_DESKTOP_FAKE\CMPE_Robot_Perception\Images\IMG\left_2024_09_08_19_21_27_403.jpg, C:\A_DESKTOP_FAKE\CMPE_Robot_Perception\Images\IMG\right_2024_09_08_19_21_27_403.jpg,0,0,0,12.59313
C:\A_DESKTOP_FAKE\CMPE_Robot_Perception\Images\IMG\center_2024_09_08_19_21_27_505.jpg, C:\A_DESKTOP_FAKE\CMPE_Robot_Perception\Images\IMG\left_2024_09_08_19_21_27_505.jpg, C:\A_DESKTOP_FAKE\CMPE_Robot_Perception\Images\IMG\right_2024_09_08_19_21_27_505.jpg,-0.2993022,0,0,11.89305
C:\A_DESKTOP_FAKE\CMPE_Robot_Perception\Images\IMG\center_2024_09_08_19_21_27_608.jpg, C:\A_DESKTOP_FAKE\CMPE_Robot_Perception\Images\IMG\left_2024_09_08_19_21_27_608.jpg, C:\A_DESKTOP_FAKE\CMPE_Robot_Perception\Images\IMG\right_2024_09_08_19_21_27_608.jpg,-0.4089645,0,0,12.24452
C:\A_DESKTOP_FAKE\CMPE_Robot_Perception\Images\IMG\center_2024_09_08_19_21_27_709.jpg, C:\A_DESKTOP_FAKE\CMPE_Robot_Perception\Images\IMG\left_2024_09_08_19_21_27_709.jpg, C:\A_DESKTOP_FAKE\CMPE_Robot_Perception\Images\IMG\right_2024_09_08_19_21_27_709.jpg,-0.1064805,0,0,11.57592
C:\A_DESKTOP_FAKE\CMPE_Robot_Perception\Images\IMG\center_2024_09_08_19_21_27_812.jpg, C:\A_DESKTOP_FAKE\CMPE_Robot_Perception\Images\IMG\left_2024_09_08_19_21_27_812.jpg, C:\A_DESKTOP_FAKE\CMPE_Robot_Perception\Images\IMG\right_2024_09_08_19_21_27_812.jpg,0,0.1371879,0,11.97925
C:\A_DESKTOP_FAKE\CMPE_Robot_Perception\Images\IMG\center_2024_09_08_19_21_27_913.jpg, C:\A_DESKTOP_FAKE\CMPE_Robot_Perception\Images\IMG\left_2024_09_08_19_21_27_913.jpg, C:\A_DESKTOP_FAKE\CMPE_Robot_Perception\Images\IMG\right_2024_09_08_19_21_27_913.jpg,0,0.4324773,0,11.9683
C:\A_DESKTOP_FAKE\CMPE_Robot_Perception\Images\IMG\center_2024_09_08_19_21_28_016.jpg, C:\A_DESKTOP_FAKE\CMPE_Robot_Perception\Images\IMG\left_2024_09_08_19_21_28_016.jpg, C:\A_DESKTOP_FAKE\CMPE_Robot_Perception\Images\IMG\right_2024_09_08_19_21_28_016.jpg,0,0.7977138,0,12.65548
C:\A_DESKTOP_FAKE\CMPE_Robot_Perception\Images\IMG\center_2024_09_08_19_21_28_118.jpg, C:\A_DESKTOP_FAKE\CMPE_Robot_Perception\Images\IMG\left_2024_09_08_19_21_28_118.jpg, C:\A_DESKTOP_FAKE\CMPE_Robot_Perception\Images\IMG\right_2024_09_08_19_21_28_118.jpg,-0.0391713,1,0,13.76916
